"","scientificName","ias"
"2952","Peltophryne armata","Batrachochytrium dendrobatidis"
"2953","Pelophylax bedriagae","Pontastacus leptodactylus"
"2954","Felis silvestris","Felis catus"
"2955","Centrolene lynchi","Unspecified Oncorhynchus"
"2956","Dryophytes versicolor","Lepomis macrochirus"
"2957","Notophthalmus viridescens","Lepomis macrochirus"
"2958","Pseudacris triseriata","Batrachochytrium dendrobatidis"
"2959","Alytes almogavarii","Batrachochytrium dendrobatidis"
"2960","Acris gryllus","Unspecified ACTINOPTERYGII"
"2961","Rana aurora","Lithobates catesbeianus"
"2962","Rana luteiventris","Lithobates catesbeianus"
"2963","Ambystoma gracile","Lithobates catesbeianus"
"2964","Ambystoma macrodactylum","Unspecified SALMONIDAE"
"2965","Ambystoma mavortium","Unspecified SALMONIDAE"
"2966","Ambystoma tigrinum","Unspecified SALMONIDAE"
"2967","Afrogecko porphyreus","Felis catus"
"2968","Bradypodion pumilum","Felis catus"
"2969","Cordylus niger","Felis catus"
"2970","Afroedura pondolia","Hemidactylus mabouia"
"2971","Atelopus carbonerensis","Batrachochytrium dendrobatidis"
"2972","Atelopus chrysocorallus","Batrachochytrium dendrobatidis"
"2973","Atelopus cruciger","Batrachochytrium dendrobatidis"
"2974","Atelopus mucubajiensis","Unspecified SALMONIDAE"
"2975","Atelopus oxyrhynchus","Batrachochytrium dendrobatidis"
"2976","Atelopus pinangoi","Unspecified SALMONIDAE"
"2977","Atelopus sorianoi","Batrachochytrium dendrobatidis"
"2978","Atelopus tamaense","Oncorhynchus mykiss"
"2979","Rhinella sclerocephala","Batrachochytrium dendrobatidis"
"2980","Centrolene altitudinalis","Batrachochytrium dendrobatidis"
"2981","Centrolene venezuelense","Batrachochytrium dendrobatidis"
"2982","Vitreorana castroviejoi","Batrachochytrium dendrobatidis"
"2983","Celsiella vozmedianoi","Batrachochytrium dendrobatidis"
"2984","Vitreorana antisthenesi","Batrachochytrium dendrobatidis"
"2985","Hyalinobatrachium duranti","Batrachochytrium dendrobatidis"
"2986","Hyalinobatrachium fragile","Batrachochytrium dendrobatidis"
"2987","Hyalinobatrachium guairarepanense","Batrachochytrium dendrobatidis"
"2988","Celsiella revocata","Batrachochytrium dendrobatidis"
"2989","Aromobates nocturnus","Batrachochytrium dendrobatidis"
"2990","Allobates bromelicola","Batrachochytrium dendrobatidis"
"2991","Aromobates capurinensis","Unspecified SALMONIDAE"
"2992","Aromobates leopardalis","Batrachochytrium dendrobatidis"
"2993","Allobates mandelorum","Batrachochytrium dendrobatidis"
"2994","Mannophryne collaris","Batrachochytrium dendrobatidis"
"2995","Mannophryne cordilleriana","Batrachochytrium dendrobatidis"
"2996","Mannophryne neblina","Batrachochytrium dendrobatidis"
"2997","Mannophryne oblitterata","Batrachochytrium dendrobatidis"
"2998","Mannophryne riveroi","Batrachochytrium dendrobatidis"
"2999","Aromobates alboguttatus","Batrachochytrium dendrobatidis"
"3000","Aromobates duranti","Batrachochytrium dendrobatidis"
"3001","Aromobates haydeeae","Batrachochytrium dendrobatidis"
"3002","Aromobates mayorgai","Lithobates catesbeianus"
"3003","Aromobates meridensis","Batrachochytrium dendrobatidis"
"3004","Aromobates serranus","Batrachochytrium dendrobatidis"
"3005","Gastrotheca ovifera","Batrachochytrium dendrobatidis"
"3006","Gastrotheca walkeri","Batrachochytrium dendrobatidis"
"3007","Hyloscirtus jahni","Batrachochytrium dendrobatidis"
"3008","Dendropsophus luteoocellatus","Batrachochytrium dendrobatidis"
"3009","Dendropsophus meridensis","Batrachochytrium dendrobatidis"
"3010","Dendropsophus yaracuyanus","Batrachochytrium dendrobatidis"
"3011","Agalychnis medinae","Batrachochytrium dendrobatidis"
"3012","Pristimantis anotis","Batrachochytrium dendrobatidis"
"3013","Pristimantis bicumulus","Batrachochytrium dendrobatidis"
"3014","Strabomantis biporcatus","Batrachochytrium dendrobatidis"
"3015","Pristimantis ginesi","Batrachochytrium dendrobatidis"
"3016","Pristimantis incertus","Batrachochytrium dendrobatidis"
"3017","Pristimantis lancinii","Batrachochytrium dendrobatidis"
"3018","Pristimantis paramerus","Batrachochytrium dendrobatidis"
"3019","Pristimantis reticulatus","Batrachochytrium dendrobatidis"
"3020","Pristimantis riveroi","Batrachochytrium dendrobatidis"
"3021","Pristimantis rozei","Batrachochytrium dendrobatidis"
"3022","Pristimantis stenodiscus","Batrachochytrium dendrobatidis"
"3023","Pristimantis vanadise","Batrachochytrium dendrobatidis"
"3024","Bolitoglossa borburata","Batrachochytrium dendrobatidis"
"3025","Bolitoglossa guaramacalensis","Batrachochytrium dendrobatidis"
"3026","Allobates pittieri","Batrachochytrium dendrobatidis"
"3027","Pristimantis kareliae","Batrachochytrium dendrobatidis"
"3028","Pristimantis telefericus","Batrachochytrium dendrobatidis"
"3029","Pristimantis yustizi","Batrachochytrium dendrobatidis"
"3030","Phyllomedusa neildi","Batrachochytrium dendrobatidis"
"3031","Allobates caribe","Batrachochytrium dendrobatidis"
"3032","Pristimantis rhigophilus","Batrachochytrium dendrobatidis"
"3033","Mannophryne trujillensis","Batrachochytrium dendrobatidis"
"3034","Mannophryne venezuelensis","Batrachochytrium dendrobatidis"
"3035","Bolitoglossa orestes","Batrachochytrium salamandrivorans"
"3036","Aromobates ericksonae","Batrachochytrium dendrobatidis"
"3037","Aromobates walterarpi","Unspecified SALMONIDAE"
"3038","Aromobates zippeli","Batrachochytrium dendrobatidis"
"3039","Bolitoglossa mucuyensis","Batrachochytrium dendrobatidis"
"3040","Mannophryne vulcano","Batrachochytrium dendrobatidis"
"3041","Mannophryne herminae","Batrachochytrium dendrobatidis"
"3042","Pristimantis conservatio","Batrachochytrium dendrobatidis"
"3043","Pristimantis pleurostriatus","Batrachochytrium dendrobatidis"
"3044","Pristimantis geminus","Batrachochytrium dendrobatidis"
"3045","Pristimantis hoogmoedi","Batrachochytrium dendrobatidis"
"3046","Pristimantis longicorpus","Batrachochytrium dendrobatidis"
"3047","Pristimantis nubisilva","Batrachochytrium dendrobatidis"
"3048","Pristimantis pariagnomus","Batrachochytrium dendrobatidis"
"3049","Lissotriton maltzani","Neovison vison"
"3050","Atelopus gigas","Batrachochytrium dendrobatidis"
"3051","Crocodylus acutus","Canis familiaris"
"3052","Galemys pyrenaicus","Neovison vison"
"3053","Ammotragus lervia","Camelus dromedarius"
"3054","Bradypodion barbatulum","Hakea sericea"
"3055","Kinosternon vogti","Staurotypus triporcatus"
"3056","Pelobates cultripes","Procambarus clarkii"
"3057","Hypogeomys antimena","Toxoplasma gondii"
"3058","Rana iberica","Pacifastacus leniusculus"
"3059","Chelonoidis abingdonii","Capra hircus"
"3060","Chelonoidis darwini","Capra hircus"
"3061","Tachygyia microlepis","Unspecified Rattus"
"3062","Gongylomorphus bojerii","Rattus rattus"
"3063","Pseudalsophis dorsalis","Rattus rattus"
"3064","Pseudalsophis occidentalis","Felis catus"
"3065","Trimeresurus puniceus","Macaca fascicularis ssp. fascicularis"
"3066","Gehyra oceanica","Hemidactylus frenatus"
"3067","Emoia impar","Unspecified Rattus"
"3068","Ramphotyphlops aluensis","Unspecified Rattus"
"3069","Hemidactylus bouvieri","Felis catus"
"3070","Hemidactylus lopezjuradoi","Hemidactylus mercatorius"
"3071","Chioninia coctei","Canis familiaris"
"3072","Phyllodactylus baurii","Felis catus"
"3073","Phyllodactylus darwini","Felis catus"
"3074","Microlophus bivittatus","Felis catus"
"3075","Antillotyphlops richardii","Felis catus"
"3076","Tadorna ferruginea","Tadorna cana"
"3077","Spatula querquedula","Neovison vison"
"3078","Columba bollii","Rattus rattus"
"3079","Crex crex","Neovison vison"
"3080","Tringa glareola","Plasmodium relictum"
"3081","Tringa stagnatilis","Clostridium botulinum"
"3082","Fulica cristata","Procambarus clarkii"
"3083","Chlamydotis undulata","Vulpes vulpes"
"3084","Casuarius bennetti","Sus domesticus"
"3085","Apteryx owenii","Rattus norvegicus"
"3086","Apteryx haastii","Trichosurus vulpecula"
"3087","Coturnix novaezelandiae","Canis familiaris"
"3088","Syrmaticus soemmerringii","Canis familiaris"
"3089","Centrocercus urophasianus","Bos taurus"
"3090","Dendrocygna bicolor","Eichhornia crassipes"
"3091","Tadorna cana","Tadorna ferruginea"
"3092","Hymenolaimus malacorhynchos","Trichosurus vulpecula"
"3093","Anas capensis","Clostridium botulinum"
"3094","Anas sparsa","Anas platyrhynchos"
"3095","Anas undulata","Anas platyrhynchos"
"3096","Spatula smithii","Anas platyrhynchos"
"3097","Anas eatoni","Rattus norvegicus"
"3098","Netta erythrophthalma","Clostridium botulinum"
"3099","Mergus australis","Canis familiaris"
"3100","Turnix castanotus","Ovis aries"
"3101","Todiramphus farquhari","Bos taurus"
"3102","Coua delalandei","Unspecified Rattus"
"3103","Vini kuhlii","Felis catus"
"3104","Charmosyna palmarum","Plasmodium relictum"
"3105","Nestor meridionalis","Vespula germanica"
"3106","Polytelis anthopeplus","Eolophus roseicapilla"
"3107","Psephotellus pulcherrimus","Felis catus"
"3108","Cyanoramphus unicolor","Mustela erminea"
"3109","Cyanoramphus auriceps","Rattus rattus"
"3110","Cyanoramphus zealandicus","Rattus norvegicus"
"3111","Eunymphicus cornutus","Rattus rattus"
"3112","Otus pembaensis","Corvus splendens"
"3113","Ninox natalis","Anoplolepis gracilipes"
"3114","Sceloglaux albifacies","Rattus exulans"
"3115","Antrostomus noctitherus","Felis catus"
"3116","Raphus cucullatus","Unspecified Rattus"
"3117","Pezophaps solitaria","Felis catus"
"3118","Columba versicolor","Felis catus"
"3119","Columba jouyi","Unspecified Rattus"
"3120","Alopecoenas xanthonurus","Boiga irregularis"
"3121","Alopecoenas stairi","Rattus exulans"
"3122","Alopecoenas salamonis","Felis catus"
"3123","Microgoura meeki","Felis catus"
"3124","Ptilinopus coralensis","Rattus rattus"
"3125","Ptilinopus chalcurus","Unspecified Rattus"
"3126","Ptilinopus insularis","Rattus rattus"
"3127","Ptilinopus mercierii","Bubo virginianus"
"3128","Ducula galeata","Sus domesticus"
"3129","Ducula pickeringii","Canis familiaris"
"3130","Ardeotis australis","Ovis aries"
"3131","Grus antigone","Canis familiaris"
"3132","Sarothrura elegans","Felis catus"
"3133","Rallicula leucospila","Canis familiaris"
"3134","Gallirallus lafresnayanus","Sus domesticus"
"3135","Hypotaenidia sylvestris","Felis catus"
"3136","Hypotaenidia rovianae","Canis familiaris"
"3137","Hypotaenidia pacifica","Felis catus"
"3138","Hypotaenidia dieffenbachii","Canis familiaris"
"3139","Lewinia muelleri","Sus domesticus"
"3140","Aramidopsis plateni","Canis familiaris"
"3141","Zapornia palmeri","Oryctolagus cuniculus"
"3142","Zapornia sandwichensis","Herpestes javanicus_old"
"3143","Zapornia monasa","Unspecified Rattus"
"3144","Habroptila wallacii","Canis familiaris"
"3145","Fulica alai","Canis familiaris"
"3146","Scolopax mira","Canis familiaris"
"3147","Scolopax celebensis","Felis catus"
"3148","Gallinago nigripennis","Clostridium botulinum"
"3149","Coenocorypha pusilla","Unspecified Rattus"
"3150","Tringa guttifer","Rangifer tarandus"
"3151","Prosobonia leucoptera","Rattus norvegicus"
"3152","Pluvianellus socialis","Felis catus"
"3153","Burhinus grallarius","Vulpes vulpes"
"3154","Charadrius pecuarius","Plasmodium relictum"
"3155","Thinornis cucullatus","Euphorbia paralias"
"3156","Thinornis novaeseelandiae","Rattus norvegicus"
"3157","Vanellus duvaucelii","Canis familiaris"
"3158","Chlidonias albostriatus","Cytisus scoparius"
"3159","Buteogallus coronatus","Unspecified POACEAE"
"3160","Buteo solitarius","Sus domesticus"
"3161","Falco punctatus","Felis catus"
"3162","Falco araeus","Unspecified Rattus"
"3163","Falco deiroleucus","Apis mellifera"
"3164","Tachybaptus rufolavatus","Unspecified Tilapia"
"3165","Podilymbus gigas","Micropterus salmoides"
"3166","Podiceps andinus","Oncorhynchus mykiss"
"3167","Todiramphus pelewensis","Boiga irregularis"
"3168","Caprimulgus phalaena","Boiga irregularis"
"3169","Actenoides bougainvillei","Felis catus"
"3170","Actenoides bougainvillei","Unspecified Rattus"
"3171","Hypotaenidia immaculata","Canis familiaris"
"3172","Coenocorypha aucklandica","Felis catus"
"3173","Coenocorypha huegeli","Felis catus"
"3174","Coenocorypha iredalei","Felis catus"
"3175","Ardea plumifera","Salvinia molesta"
"3176","Aerodramus bartschi","Boiga irregularis"
"3177","Cyanoramphus ulietanus","Rattus norvegicus"
"3178","Porphyrio kukwiedei","Canis familiaris"
"3179","Hypotaenidia poeciloptera","Herpestes javanicus_old"
"3180","Mundia elpenor","Felis catus"
"3181","Zapornia astrictocarpus","Felis catus"
"3182","Gallinula nesiotis","Felis catus"
"3183","Prosobonia ellisi","Unspecified Rattus"
"3184","Pterodroma rupinarum","Capra hircus"
"3185","Bulweria bifax","Felis catus"
"3186","Cabalus modestus","Oryctolagus cuniculus"
"3187","Gallirallus calayanensis","Canis familiaris"
"3188","Amaurornis magnirostris","Unspecified Rattus"
"3189","Hemiphaga chathamensis","Felis catus"
"3190","Charadrius dealbatus","Clostridium botulinum"
"3191","Coenocorypha barrierensis","Rattus exulans"
"3192","Prosobonia parvirostris","Felis catus"
"3193","Charadrius aquilonius","Canis familiaris"
"3194","Gymnocrex talaudensis","Unspecified Rattus"
"3195","Gymnocrex rosenbergii","Canis familiaris"
"3196","Sterna acuticauda","Felis catus"
"3197","Calidris ferruginea","Clostridium botulinum"
"3198","Columba junoniae","Rattus rattus"
"3199","Otus mantananensis","Felis catus"
"3200","Limosa lapponica","Spartina anglica"
"3201","Ardea brachyrhyncha","Mimosa pigra"
"3202","Puffinus opisthomelas","Felis catus"
"3203","Anas wyvilliana","Anas platyrhynchos"
"3204","Todiramphus reichenbachii","Boiga irregularis"
"3205","Actenoides excelsus","Felis catus"
"3206","Todiramphus cinnamominus","Boiga irregularis"
"3207","Megacrex inepta","Sus domesticus"
"3208","Rallina canningi","Felis catus"
"3209","Ptilopachus nahani","Broussonetia papyrifera"
"3210","Otus moheliensis","Unspecified Rattus"
"3211","Haematopus chathamensis","Felis catus"
"3212","Alopecoenas rubescens","Felis catus"
"3213","Columba trocaz","Rattus rattus"
"3214","Speculanas specularis","Neovison vison"
"3215","Ducula aurorae","Felis catus"
"3216","Otus capnodes","Rubus rosifolius"
"3217","Apteryx mantelli","Mustela erminea"
"3218","Chenonetta finschi","Rattus exulans"
"3219","Columba thiriouxi","Rattus rattus"
"3220","Nesoenas cicur","Rattus rattus"
"3221","Nesoenas rodericanus","Rattus rattus"
"3222","Alectroenas payandeei","Rattus rattus"
"3223","Dryolimnas augusti","Rattus rattus"
"3224","Tribonyx hodgenorum","Rattus exulans"
"3225","Nyctanassa carcinocatactes","Felis catus"
"3226","Prosobonia cancellata","Unspecified Rattus"
"3227","Nestor notabilis","Trichosurus vulpecula"
"3228","Nesoenas duboisi","Felis catus"
"3229","Oxyura leucocephala","Oxyura jamaicensis"
"3230","Pelecanus crispus","Sus scrofa"
"3231","Dendrocopos noguchii","Felis catus"
"3232","Rhodonessa caryophyllacea","Eichhornia crassipes"
"3233","Charadrius obscurus","Mustela erminea"
"3234","Pareudiastes silvestris","Wasmannia auropunctata"
"3235","Aythya innotata","Unspecified Tilapia"
"3236","Alopecoenas erythropterus","Felis catus"
"3237","Aegotheles savesi","Felis catus"
"3238","Pareudiastes pacificus","Felis catus"
"3239","Himantopus novaezelandiae","Cytisus scoparius"
"3240","Charmosyna amabilis","Herpestes fuscus"
"3241","Todiramphus gambieri","Felis catus"
"3242","Strigops habroptila","Erysipelothrix rhusiopathiae"
"3243","Bugeranus carunculatus","Mimosa pigra"
"3244","Mesitornis unicolor","Canis familiaris"
"3245","Polytelis swainsonii","Oryctolagus cuniculus"
"3246","Eurostopodus exul","Unspecified Rattus"
"3247","Anas laysanensis","Echinuria uncinata"
"3248","Lathamus discolor","Bombus terrestris"
"3249","Cyanoramphus malherbi","Mustela erminea"
"3250","Neophema chrysogaster","Petaurus breviceps"
"3251","Leucocarbo onslowi","Sus domesticus"
"3252","Thalasseus bernsteini","Unspecified Rattus"
"3253","Nothura minor","Bos taurus"
"3254","Ptilinopus huttoni","Felis catus"
"3255","Ptilinopus chrysogaster","Circus approximans"
"3256","Melanerpes erythrocephalus","Sturnus vulgaris"
"3257","Tachybaptus pelzelnii","Unspecified Channa"
"3258","Alopecoenas sanctaecrucis","Sus domesticus"
"3259","Anarhynchus frontalis","Felis catus"
"3260","Pterodroma magentae","Ovis aries"
"3261","Casuarius casuarius","Canis familiaris"
"3262","Henicophaps foersteri","Felis catus"
"3263","Gallirallus australis","Rattus exulans"
"3264","Cerorhinca monocerata","Unspecified Rattus"
"3265","Cyanoramphus novaezelandiae","Felis catus"
"3266","Vini ultramarina","Equus caballus"
"3267","Sterna paradisaea","Neovison vison"
"3268","Podiceps auritus","Oncorhynchus mykiss"
"3269","Threskiornis aethiopicus","Clostridium botulinum"
"3270","Pyrrhura griseipectus","Unspecified HYMENOPTERA"
"3271","Puffinus bryani","Rattus rattus"
"3272","Calidris canutus","Unspecified Spartina"
"3273","Anser erythropus","Neovison vison"
"3274","Larus leucophthalmus","Unspecified Rattus"
"3275","Pterodroma sandwichensis","Tyto alba"
"3276","Diomedea amsterdamensis","Erysipelothrix rhusiopathiae"
"3277","Hydrobates castro","Rattus rattus"
"3278","Hydrobates jabejabe","Felis catus"
"3279","Hydrobates leucorhous","Mus musculus"
"3280","Hydrobates cheimomnestes","Mus musculus"
"3281","Hydrobates socorroensis","Mus musculus"
"3282","Puffinus myrtae","Felis catus"
"3283","Tachyeres leucocephalus","Carcinus maenas"
"3284","Somateria mollissima","Vulpes lagopus"
"3285","Polysticta stelleri","Vulpes lagopus"
"3286","Clangula hyemalis","Neogobius melanostomus"
"3287","Bucephala clangula","Perca fluviatilis"
"3288","Larus modestus","Canis familiaris"
"3289","Saundersilarus saundersi","Spartina alterniflora"
"3290","Larus fuliginosus","Rattus rattus"
"3291","Rissa brevirostris","Unspecified Rattus"
"3292","Sterna sumatrana","Unspecified Rattus"
"3293","Sterna virgata","Felis catus"
"3294","Sternula nereis","Canis familiaris"
"3295","Onychoprion lunatus","Unspecified Rattus"
"3296","Gygis alba","Felis catus"
"3297","Gygis microrhyncha","Rattus rattus"
"3298","Larosterna inca","Felis catus"
"3299","Cepphus grylle","Unspecified Rattus"
"3300","Cepphus columba","Vulpes vulpes"
"3301","Cepphus carbo","Unspecified Rattus"
"3302","Brachyramphus brevirostris","Vulpes vulpes"
"3303","Synthliboramphus antiquus","Procyon lotor"
"3304","Synthliboramphus wumizusume","Rattus rattus"
"3305","Fratercula arctica","Unspecified Rattus"
"3306","Podiceps grisegena","Oncorhynchus mykiss"
"3307","Sula leucogaster","Rattus rattus"
"3308","Phalacrocorax neglectus","Pasteurella multocida"
"3309","Phalacrocorax capensis","Pasteurella multocida"
"3310","Phalacrocorax featherstoni","Rattus norvegicus"
"3311","Fregata aquila","Rattus rattus"
"3312","Fregata ariel","Mus musculus"
"3313","Fulmarus glacialis","Felis catus"
"3314","Aphrodroma brevirostris","Mus musculus"
"3315","Pseudobulweria aterrima","Felis catus"
"3316","Pseudobulweria becki","Unspecified Rattus"
"3317","Pseudobulweria rostrata","Canis familiaris"
"3318","Pseudobulweria macgillivrayi","Rattus exulans"
"3319","Pterodroma axillaris","Sus domesticus"
"3320","Pterodroma nigripennis","Felis catus"
"3321","Pterodroma cervicalis","Felis catus"
"3322","Pterodroma inexpectata","Rattus rattus"
"3323","Pterodroma hypoleuca","Mus musculus"
"3324","Pterodroma leucoptera","Felis catus"
"3325","Pterodroma cookii","Rattus exulans"
"3326","Pterodroma pycrofti","Rattus exulans"
"3327","Pterodroma brevipes","Canis familiaris"
"3328","Pterodroma defilippiana","Nasua nasua"
"3329","Pterodroma arminjoniana","Sus domesticus"
"3330","Pterodroma heraldica","Rattus exulans"
"3331","Pterodroma phaeopygia","Unspecified Rubus"
"3332","Pterodroma neglecta","Rattus exulans"
"3333","Pterodroma externa","Capra hircus"
"3334","Pterodroma baraui","Canis familiaris"
"3335","Pterodroma lessonii","Mus musculus"
"3336","Pterodroma madeira","Capra hircus"
"3337","Pterodroma mollis","Felis catus"
"3338","Pterodroma cahow","Bubo scandiacus"
"3339","Pterodroma hasitata","Sus domesticus"
"3340","Pterodroma caribbaea","Unspecified Rattus"
"3341","Pachyptila vittata","Mus musculus"
"3342","Pachyptila desolata","Sus domesticus"
"3343","Pachyptila belcheri","Felis catus"
"3344","Pachyptila turtur","Felis catus"
"3345","Pachyptila crassirostris","Felis catus"
"3346","Bulweria bulwerii","Felis catus"
"3347","Bulweria fallax","Unspecified Rattus"
"3348","Procellaria aequinoctialis","Rattus norvegicus"
"3349","Procellaria parkinsoni","Felis catus"
"3350","Procellaria westlandica","Felis catus"
"3351","Calonectris leucomelas","Rattus norvegicus"
"3352","Ardenna pacifica","Unspecified Rattus"
"3353","Ardenna bulleri","Sus domesticus"
"3354","Ardenna creatopus","Oryctolagus cuniculus"
"3355","Puffinus puffinus","Unspecified Rattus"
"3356","Puffinus yelkouan","Felis catus"
"3357","Puffinus auricularis","Sus domesticus"
"3358","Puffinus gavia","Rattus rattus"
"3359","Puffinus bannermani","Rattus rattus"
"3360","Puffinus heinrothi","Canis familiaris"
"3361","Pelecanoides urinatrix","Unspecified Rattus"
"3362","Diomedea exulans","Felis catus"
"3363","Diomedea epomophora","Oryctolagus cuniculus"
"3364","Phoebastria irrorata","Unspecified CULICIDAE"
"3365","Phoebastria immutabilis","Canis familiaris"
"3366","Thalassarche melanophris","Felis catus"
"3367","Thalassarche chrysostoma","Mus musculus"
"3368","Thalassarche chlororhynchos","Sus scrofa"
"3369","Phoebetria fusca","Erysipelothrix rhusiopathiae"
"3370","Oceanites oceanicus","Felis catus"
"3371","Oceanites gracilis","Unspecified Rattus"
"3372","Phoebetria palpebrata","Felis catus"
"3373","Pelagodroma marina","Mus musculus"
"3374","Nesofregetta fuliginosa","Felis catus"
"3375","Hydrobates pelagicus","Felis catus"
"3376","Hydrobates microsoma","Felis catus"
"3377","Hydrobates monorhis","Rattus norvegicus"
"3378","Hydrobates macrodactylus","Capra hircus"
"3379","Hydrobates matsudairae","Rattus rattus"
"3380","Hydrobates homochroa","Rattus rattus"
"3381","Pterodroma feae","Felis catus"
"3382","Diomedea antipodensis","Sus domesticus"
"3383","Diomedea sanfordi","Mustela erminea"
"3384","Diomedea dabbenena","Mus musculus"
"3385","Thalassarche carteri","Bos taurus"
"3386","Puffinus mauretanicus","Rattus rattus"
"3387","Procellaria conspicillata","Sus domesticus"
"3388","Pterodroma atrata","Rattus exulans"
"3389","Fregetta maoriana","Felis catus"
"3390","Garrodia nereis","Mus musculus"
"3391","Calonectris edwardsii","Felis catus"
"3392","Thalassarche steadi","Felis catus"
"3393","Calonectris borealis","Felis catus"
"3394","Hydrobates monteiroi","Unspecified Rattus"
"3395","Pterodroma deserta","Capra hircus"
"3396","Sula dactylatra","Rattus rattus"
"3397","Pterodroma macroptera","Felis catus"
"3398","Pterodroma gouldi","Sus domesticus"
"3399","Calonectris diomedea","Rattus rattus"
"3400","Puffinus assimilis","Felis catus"
"3401","Puffinus lherminieri","Rattus rattus"
"3402","Puffinus elegans","Felis catus"
"3403","Larus novaehollandiae","Mustela erminea"
"3404","Synthliboramphus hypoleucus","Felis catus"
"3405","Pachyptila salvini","Felis catus"
"3406","Anous albivittus","Felis catus"
"3407","Urile urile","Vulpes lagopus"
"3408","Nannopterum harrisi","Toxoplasma gondii"
"3409","Leucocarbo colensoi","Sus domesticus"
"3410","Leucocarbo campbelli","Felis catus"
"3411","Balaeniceps rex","Bos taurus"
"3412","Ardeotis nigriceps","Canis familiaris"
"3413","Calidris minuta","Plasmodium relictum"
"3414","Taoniscus nanus","Brachiaria decumbens"
"3415","Podiceps gallardoi","Neovison vison"
"3416","Columbina cyanopis","Unspecified Eucalyptus"
"3417","Calidris temminckii","Neovison vison"
"3418","Todiramphus godeffroyi","Capra hircus"
"3419","Aythya nyroca","Ondatra zibethicus"
"3420","Pterodroma longirostris","Felis catus"
"3421","Pterodroma incerta","Rattus exulans"
"3422","Puffinus huttoni","Sus domesticus"
"3423","Puffinus newelli","Felis catus"
"3424","Papasula abbotti","Anoplolepis gracilipes"
"3425","Cyanopsitta spixii","Apis mellifera ssp. scutellata"
"3426","Spatula clypeata","Neovison vison"
"3427","Charadrius leschenaultii","Spartina alterniflora"
"3428","Melanerpes herminieri","Unspecified Rattus"
"3429","Eleothreptus candicans","Unspecified POACEAE"
"3430","Alexandrinus eques","Rattus rattus"
"3431","Podiceps cristatus","Oncorhynchus mykiss"
"3432","Fulica atra","Neovison vison"
"3433","Ardenna grisea","Rattus rattus"
"3434","Ardea cinerea","Clostridium botulinum"
"3435","Dendrocygna arborea","Rattus rattus"
"3436","Arenaria interpres","Neovison vison"
"3437","Haematopus ostralegus","Neovison vison"
"3438","Hydrobates tristrami","Felis catus"
"3439","Pelecanoides whenuahouensis","Rattus norvegicus"
"3440","Pelecanoides georgicus","Unspecified Rattus"
"3441","Columba argentina","Felis catus"
"3442","Apteryx australis","Trichosurus vulpecula"
"3443","Hypotaenidia tertia","Felis catus"
"3444","Odontophorus strophium","Canis familiaris"
"3445","Ardenna carneipes","Rattus norvegicus"
"3446","Sternula albifrons","Vulpes vulpes"
"3447","Calidris alpina","Unspecified POACEAE"
"3448","Charadrius alexandrinus","Clostridium botulinum"
"3449","Charadrius dubius","Clostridium botulinum"
"3450","Chlidonias niger","Cichla ocellaris"
"3451","Phalacrocorax nigrogularis","Felis catus"
"3452","Sterna striata","Felis catus"
"3453","Sterna vittata","Felis catus"
"3454","Sternula lorata","Felis catus"
"3455","Pterodroma ultima","Rattus exulans"
"3456","Phaethon aethereus","Rattus rattus"
"3457","Megapodius pritchardii","Felis catus"
"3458","Hypotaenidia owstoni","Boiga irregularis"
"3459","Charmosyna diadema","Plasmodium relictum"
"3460","Todiramphus tutus","Acridotheres tristis"
"3461","Rhynochetos jubatus","Sus domesticus"
"3462","Didunculus strigirostris","Rattus rattus"
"3463","Aethia cristatella","Vulpes vulpes"
"3464","Odontophorus hyperythrus","Canis familiaris"
"3465","Gorsachius goisagi","Mustela sibirica"
"3466","Zenaida galapagoensis","Philornis downsi"
"3467","Spheniscus demersus","Felis catus"
"3468","Spheniscus magellanicus","Unspecified Rattus"
"3469","Anous minutus","Felis catus"
"3470","Aethia psittacula","Rattus rattus"
"3471","Aethia pusilla","Vulpes vulpes"
"3472","Fratercula corniculata","Vulpes lagopus"
"3473","Fratercula cirrhata","Unspecified Vulpes"
"3474","Anous stolidus","Rattus rattus"
"3475","Hydrobates furcatus","Vulpes lagopus"
"3476","Hydrobates melania","Felis catus"
"3477","Porphyrio hochstetteri","Mustela erminea"
"3478","Anas nesiotis","Rattus norvegicus"
"3479","Alopecoenas kubaryi","Felis catus"
"3480","Larus bulleri","Rattus norvegicus"
"3481","Tympanuchus cupido","Phasianus colchicus"
"3482","Oreophasis derbianus","Bos taurus"
"3483","Rollandia microptera","Oncorhynchus mykiss"
"3484","Geotrygon caniceps","Felis catus"
"3485","Geotrygon leucometopia","Felis catus"
"3486","Zenaida graysoni","Ovis aries"
"3487","Starnoenas cyanocephala","Felis catus"
"3488","Siphonorhis americana","Rattus norvegicus"
"3489","Coccyzus ferrugineus","Unspecified Rattus"
"3490","Coccyzus bahamensis","Unspecified Rattus"
"3491","Cyanolimnas cerverai","Clarias gariepinus"
"3492","Charadrius montanus","Yersinia pestis"
"3493","Larus heermanni","Mus musculus"
"3494","Onychoprion aleuticus","Rattus norvegicus"
"3495","Rynchops albicollis","Canis familiaris"
"3496","Thalasseus elegans","Unspecified Rattus"
"3497","Synthliboramphus scrippsi","Felis catus"
"3498","Synthliboramphus craveri","Rattus rattus"
